text,label
Original room AC was broken. The front desk said someone would be right up. After an hour and 2 more phone calls they brought us keys to a new room that ended up being much nicer than the room we had. Not sure why it took so long to just give us another room or that option. Felt lied to a little since they originally said someone was on the way. Real story was someone would be on the way After they went to 3 other rooms and fixed issues there. There is a club on the roof and that makes the lobby very crowded every night. Not a huge problem but people should be prepared. Check in is actually on the second floor and there is no signage or anything letting you know. You just have to figure that out on your own. It has the worst elevator system I ever saw. Be prepared to wait 10 minutes any time you need the elevator. Room was great. Location is great.,1
I had enjoyed my stay the staff was great all tho the to get into the rooftop bar is confusing as far as the app goes. Also the Valet parking phone doesn't work it goes straight to the voice mail. All and all it was great.,1
Great location. Beautiful hotel. Clean. Great staff. If you want to go to Rooftop to eat outside MAKE A RESERVATION prior to the day you want to go. This was not explained to us. You cannot make a same day reservation. Concierge will tell you you have preference to get seated that is not entirely true| they dont even do the bookings. You will wait for ALL reservations to be seated before they will take you up. We waited 1.5 hours to go up| just like the general public.,1
Location and Views,1
Location| location| location! Front Desk & Housekeeping were excellent! However|  Rooftop personnel were snobbish. Was told by the FD I could go anytime only to have the gatekeepers @ the RT say not the case. I love Chicago|  but NYC has better Rooftop views.,1
I don't even know where to be begin! This place was one of the best stays I've had and I really think it's because you feel like you're not even in Chicago! It doesn't even seem like it's a Hilton!,1
Everything was Awesome.. Rooms or beds could be better and reasonable parking prices,1
I enjoyed staying at the London House it was great!!!!,1
Spent a weekend at London house first thing I noticed walking in was how much space there was. Everyone was kind & helpful in fact the service was really good. Although the rooftop was booked I enjoyed my stay and recommend it to anyone. I have no complaints| will come again !,1
Awesome stay! Great location,1
This property's location is awesome| the view from the rooftop is amazing.  We got upgraded to the river view for half price and they didn't charge extra for early check in..I would highly recommend this hotel to anyone| all the staff members were super friendly and housekeeping was on par.,1
This was my favorite hotel I've stayed at ever. Beds and pillows were incredible| made it hard for me to get up in the morning. We had a river view which was gorgeous and location was walkable to so much. The rooftop bar was beautiful| but closed. I will be back in the summer!,1
I liked the customer service and the cleanliness of the hotel. NO complaints!,1
Beautiful hotel. My King corner suite was very stylish and comfortable. Definitely make reservations for the rooftop bar because it very popular.,1
