review,date,rating
The bed was comfortable and the place was clean. Also loved the complimentary cookies. The water in our room was hot and hot without a cooler option until running the shower and faucet for awhile. Otherwise no problems.,Jun 17| 2019,4
Excellent staff. Our room was not ready at 5 pm but they contacted us when it was ready.,Jun 17| 2019,4
City view in financial district was pleading to look at.,Jun 15| 2019,4
Bed was so comfortable- property overall was a bit run down,Jun 10| 2019,4
Staff was helpful and accommodating. They were very welcoming. As an Honors member| they made me feel extra special.,Jun 10| 2019,5
The air conditioner made too much noise otherwise it was great,Jun 10| 2019,5
It was great| just you need to be potion with elevators.,Jun 7| 2019,4
The location was fantastic. However| I could hear doors slamming at all hours of the night and a full blown conversation in the room next to me (at 1am). The walls are paper thin and that was a little frustrating.,Jun 7| 2019,3
Lacked some basic room amenities. Didn’t have a fridge or microwave. Lacked an ironing board. The bathroom was very small.,Jun 5| 2019,1
Good location for Financial District.  Slow elevators...,Jun 3| 2019,4
Great room and location. The elevators are really| really slow. Especially on the weekends. The hotel has 3 elevators and doesn't have a service elevator. So the staff is monopolizing the system from 9am to about 5pm.On Sunday just around checkout time people were losing their minds.At that time we were on the fortieth floor and it took a half hour to reach the bottom floor. Only three elevators stopped in that time. The first 2 were totally packed and the third we barely squeezed on. On the way down we stopped at almost every other floor. Passing piles of angry people on every floor.It's sad because everything else is is pretty great.,Jun 3| 2019,4
booked a room for 4 people| only 3 towels| 3 cups| 3 everything| but it was clean and they let us book in early| so big thumbs up for that alone| happy.,Jun 3| 2019,4
The location was great. It is the only good quality of the hotel. The room was very small. The bed was awful and very uncomfortable. It was supposed to be a king but it absolutely was not. Ice machines are only available on certain floors and the first three I tried were not working. The elevators are hard to get and take forever going up and down. Ive stayed at many Doubletree/Hilton properties and this one was by far the worst.,Jun 2| 2019,2
Great location! It was about two blocks from the Whitefall Ave station. We were in manhattan in less than 20 minutes. The Staff was also extremely helpful. We were in the city celebrating my girlfriends birthday and I called ahead to order champagne for our room and a cheese plate. She loved it. Great Customer Service!,Jun 2| 2019,5
Great location| close to subway station| walkable to 911 memorial park and battery park.,Jun 1| 2019,4
Clean| comfortable hotel. Easy check in. Great Location: Two blocks from the Dead Rabbit and the 1train.,May 31| 2019,4
Great location to get around the tourist places.  Elevator wait was a bit long.,May 29| 2019,5
Room was ok. Rather than a city view I got a building view. Hair on bathroom floor and on toilet. Requested extra towels but never got them. Staff was friendly though,May 28| 2019,4
good location to see Statue of Liberty| easy access to subway to other major attractions.,May 28| 2019,4
Comfy and clean,May 27| 2019,5
Just an ok property. There was water issues when i arrived so it was frustrating but it was all resolved by morning. The room was very nice| the rest not at par with same brand,May 26| 2019,4
Great| but too few elevators.....long waits at times and compete with the maids,May 20| 2019,5
Very friendly and helpful staff! Close to everything I needed. I look forward to booking this hotel again. :),May 20| 2019,5
Difficult to access on a day when there were road closures due to a local festival.  We had to park far away.  Only 2 elevators for 40 client floors led to long elevator waits.  Breakfast not included.  Room was very nice.  Bathroom tiny but functional.  It was fine but I probably would not stay again.  I know if a nearby hotel that is cheaper and includes breakfast.  I was expecting more from a Hilton.,May 20| 2019,4
Check in was ridiclously slow and rude| elevators were terrible--one wait was almost 1/2 hour,May 20| 2019,1
This is NY so of course we didn't spend much time at the hotel.  We just needed a nice quiet place to sleep each night and we got it here. Will definitely stay here again.,May 19| 2019,4
Didn’t like the time waiting for the elevator.  We had a city view| not much of a view.  Staff was great!!  Room was clean.,May 18| 2019,4
Good hotel. Good location. Financial district| Manhattan.,May 17| 2019,4
Hotel is currently renovating. Good location in the Financial District of Manhattan.,May 17| 2019,4
